Number,Full date,Day,Month,Year,Country name,Country code,Latitude,Longitude,Purpose of gathering,Fatalities,Injured,Crowd size,Description,References
342,"November 5, 2021",5,11,2021,USA,USA,29.6879131,-95.41794626,Entertainment,10,300,50000,"A tragic crowd surge occurred during a musical event, resulting in the death of ten people and numerous injuries, primarily due to compressive asphyxiation. Despite prior safety concerns and visible distress signals, the concert continued amid overwhelming logistical failures, such as an inadequate crowd-to-staff ratio and poor planning for surges.",20211105.txt
343,"November 20, 2021",20,11,2021,Liberia,LBR,6.533373751,-10.35941112,Religious,2,-1,4000,An accident occurred during a religious crusade in a stadium. The incident resulted in the deaths of two children and injuries to several others. The accident was reportedly related to overcrowding and poor crowd management as attendees attempted to exit the venue simultaneously. ,20211120.txt
344,"January 1, 2022",1,1,2022,India,IND,33.03032773,74.94821003,Religious,12,15,30000,"An incident took place in the early hours, around 2:30 AM, near the gate of a shrine atop a hill resulting in the deaths of 12 pilgrims and injuries to 16 others. The crowded roads leading to the temple became packed, with witnesses describing a surge when a large crowd left the temple, causing people to fall and get trampled. ",20220101.txt
345,"January 19, 2022",19,1,2022,Liberia,LBR,6.369662402,-10.79350526,Religious,30,-1,500,"An accident occurred during an open-air church gathering resulting in the deaths of at least 29 people, including children. The accident was reportedly in relation to a group of armed men, wielding knives and machetes, who attempted to rob the attendees, causing the crowd to flee.",20220119.txt
346,"January 24, 2022",24,1,2022,Cameroon,CMR,3.950852453,11.54058847,Sport,8,38,50000,An accident occurred at the entrance of a stadium during a soccer game resulting in at least eight fatalities and 38 injuries. The incident occurred as fans were attempting to enter the arena.,20220124.txt
347,"May 10, 2022",10,5,2022,Bolivia,BOL,-19.58420439,-65.75667425,Educational,4,70,500,"A disaster occurred during a student assembly convened to discuss upcoming elections for the local university federation. During the gathering, an individual detonated a tear gas canister. The ensuing chaos led to a flee as students desperately attempted to evacuate the confined space.",20220510.txt
348,"May 28, 2022",28,5,2022,Nigeria,NGA,4.824018635,6.988404912,Charity,31,7,500,"An incident took place during a charity event aimed to distribute food and gifts to attendees. Due to the anticipation of large crowds, the venue was shifted from the church premises to a polo club. However, as early as the night before, thousands had gathered, and by the morning of the event, the crowd's impatience led to a surge towards the gate.",20220528.txt
349,"June 17, 2022",17,6,2022,Indonesia,IDN,-6.957551786,107.7120691,Sport,2,-1,45000,"An incident occurred in a stadium during a soccer match. Despite only 15,000 tickets being issued for safety reasons, the stadium was packed with an estimated 45,000 supporters, including many without tickets. As the match approached, two victims were caught in the overcrowded and chaotic entry process, likely asphyxiated and trampled.",20220617.txt
350,"June 24, 2022",24,6,2022,Morocco,MAR,35.28628551,-2.962060855,Other/Unknown,23,217,2000,"An incident occurred at the country's border, resulting in the deaths of at least 23 migrants and injuries to many others. Approximately 2,000 migrants attempted to cross the border fence. The situation escalated into a violent confrontation with security forces, leading to a chaotic situation resulting in uncontrolled crowd motion.",20220624.txt
351,"August 8, 2022",8,8,2022,India,IND,27.36445629,75.40323434,Religious,3,4,30000,"An incident took place in a temple district during a monthly fair when a large crowd had gathered for ""a glimpse of the deity."" As the temple doors opened at 5 am, the surging crowd led to a sudden motion resulting in the deaths of three devotees and injuries to several others. ",20220808.txt
352,"September 15, 2022",15,9,2022,Guatemala,GTM,14.84694109,-91.53916637,Entertainment,9,20,4000,"An accident occurred during a concert resulting in nine fatalities and approximately 20 injuries. The incident took place as thousands of attendees attempted to exit the venue through limited access points, leading to overcrowding and chaos.",20220915.txt
353,"October 1, 2022",1,10,2022,Indonesia,IDN,-8.150274108,112.5739712,Sport,125,320,42000,"Chaos ensued during a soccer game when supporters stormed the pitch after their team's loss. In response, police fired tear gas, leading to a crowd crush as fans attempted to flee the stadium. The accident resulted in 135 deaths and 583 injuries.",20221001.txt
354,"October 29, 2022",29,10,2022,South Korea,KOR,37.53475037,126.9933821,Entertainment,153,197,100000,"An accident occurred in a narrow steep alley in an entertainment district known for its vibrant nightlife. An estimated 100,000 people had gathered to celebrate Halloween, marking the first major event since the easing of COVID-19 restrictions. The dense crowding in the confined space led to a deadly surge, with many individuals suffering from compressive asphyxiation.",20221029.txt
355,"October 30, 2022",30,10,2022,DRC,COD,-4.330288384,15.31033418,Entertainment,11,-1,120000,"An accident occurred during a concert in a stadium. The stadium, which has a capacity of 80,000, was reportedly overfilled, with some estimates suggesting attendance exceeded 120,000 people. This overcrowding led to a crush that resulted in the deaths of 11 individuals, including two police officers.",20221030.txt
356,"December 15, 2022",15,12,2022,United Kingdom,GBR,51.46515591,-0.11493688,Entertainment,2,8,500,"An incident occurred in a concert venue as a large number of people without tickets attempted to force their way into the venue, leading to overcrowding and a subsequent crowd crush. Eight individuals were hospitalized, with four in critical condition immediately following the event.",20221215.txt
357,"December 28, 2022",28,12,2022,India,IND,15.21617617,79.9048848,Political,8,5,-1,"An accident occurred during a political rally resulting in the deaths of at least eight people and left several others injured. The incident occurred as people gathered to see a politician and a rush to catch a glimpse of him caused a cement railing to collapse, leading to people falling into a drainage canal.",20221228.txt
358,"January 1, 2023",1,1,2023,India,IND,28.63272248,77.21960022,Charity,3,13,-1,"An accident occurred during a gift distribution program by a politician, resulting in the deaths of three women and injuries to several others. The accident occurred after a barricade collapsed, causing chaos among the 4,000 women gathered for the gifts. Another accident occurred only few days before with a similar dynamics.",20230101_1.txt
359,"January 1, 2023",1,1,2023,Uganda,UGA,0.273623935,32.56579533,Entertainment,10,-1,500,"An incident took place during a New Year's Eve celebration when attendees moved to a narrow corridor to watch fireworks, leading to overcrowding and a deadly crush. The accident resulted in multiple fatalities and injuries. ",20230101_2.txt
360,"January 7, 2023",7,1,2023,Pakistan,PAK,25.52794668,69.00577402,Shopping,1,-1,500,"An accident occurred as hundreds of desperate citizens rushed to obtain subsidised wheat flour distributed by the government. The chaotic scramble resulted in the death of a labourer, and several others sustained injuries.",20230107.txt
361,"January 14, 2023",14,1,2023,India,IND,20.37185354,85.38298348,Religious,1,20,200000,"An incident occurred during a fair resulting in the death of one woman and injuries to over 20 others. The incident occurred on a T-juction as a large crowd, including women and children, gathered to visit a temple and attend the fair after a two-year gap due to the COVID-19 pandemic.",20230114.txt
362,"January 19, 2023",19,1,2023,Iraq,IRQ,30.43970067,47.77984413,Sport,4,80,4000,"An accident occurred in a stadium during a soccer game. Thousands of fans, many without tickets, had gathered since dawn in hopes of attending the match, leading to overcrowding and chaos. The situation escalated leading to the accident which resulted in multiple fatalities and injuries.",20230119.txt
363,"March 5, 2023",5,3,2023,USA,USA,43.16142583,-77.58801273,Entertainment,3,9,-1,"An accident occurred during a concert in a nightclub. As attendees were exiting the venue around 11:00 p.m., a sudden rush toward the exits ensued, reportedly triggered by unfounded fears of gunfire. This ensuing chaos led to a crowd surge resulting in three fatalities and several injuries.",20230305.txt
364,"March 23, 2023",23,3,2023,Pakistan,PAK,34.16837698,71.75590427,Charity,1,8,500,An accident occurred during the distribution of free flour on the first day of Ramadan. The event led to a chaotic situation resulting in the death of one person and injuries to eight others. Similar accident followed in a few days.,20230323.txt
365,"March 28, 2023",28,3,2023,Pakistan,PAK,30.68005832,73.10261217,Charity,1,56,1500,"An accident occurred in a stadium during a free flour distribution event. The chaos was triggered by a technical issue with the verification app, which caused long delays and frustration among the over 1,500 women present. The situation worsened when police, instead of calming the crowd, used force, including baton-charging.",20230328_1.txt
366,"March 28, 2023",28,3,2023,Pakistan,PAK,29.10021302,70.911769,Charity,1,-1,-1,"An elderly died after being injured in an accident at a free flour distribution center. The incident occurred as a large crowd rushed to get flour, and the victim was pushed, causing him to fall and sustain critical injuries. Allegations surfaced that the disorder was linked to the poor arrangements and complaints about eligibility for free flour.",20230328_2.txt
367,"March 31, 2023",31,3,2023,Pakistan,PAK,24.8607878,67.00106108,Charity,12,5,500,"Another accident occurred at a food distribution center during a charity drive organized by a private company resulting in multiple fatalities and injuries. A large crowd of about 400 women had gathered to receive rations, and in the absence of proper crowd control measures and without prior notification to local authorities, the situation escalated.",20230331.txt
368,"April 19, 2023",19,4,2023,Yemen,YEM,15.35115694,44.21588585,Charity,90,322,500,"A crowd accident occurred during a charity event where hundreds had gathered at a school to receive financial aid before the end of the Ramadan. Shots were fired into the air in an attempt to control the crowd, accidentally hitting an electrical wire, which caused it to explode, creating the chaos that led to the crowd collapse",20230419.txt
369,"May 20, 2023",20,5,2023,El Salvador,SLV,13.68117756,-89.22238049,Sport,12,500,44000,A crowd crush occurred in a stadium during a football match as fans attempted to enter the stadium. Authorities have suggested that factors such as the over-sale of tickets and the circulation of counterfeit tickets may have contributed to the overcrowding and subsequent tragedy.,20230520.txt
370,"June 17, 2023",17,6,2023,Benin,BEN,6.385878895,2.379497925,Sport,2,10,-1,"An accident occurred in a stadium during a football match shortly before kickoff when a surge of fans attempted to enter the stadium and individuals at the entrance forced their way in, leading to a collision with those already inside. This caused many to be trampled or asphyxiated. Some were trapped against railings, and others fainted.",20230617.txt
371,"August 23, 2023",23,8,2023,Madagascar,MDG,-18.91947213,47.52592914,Sport,13,107,50000,"An accident occurred in a stadium during an opening ceremony resulting in at least 12 fatalities and approximately 80 injuries. The accident happened as a large crowd of about 50,000 spectators attempted to enter the stadium, leading to a deadly crush.",20230823.txt
372,"October 20, 2023",20,10,2023,Kenya,KEN,-0.360988386,35.284701,Entertainment,6,100,4000,"An accident occurred in a stadium during celebrations for a special holiday, resulting in at least six fatalities and approximately 100 injuries. The incident took place at dawn as thousands of attendees attempted to enter the stadium for the annual public holiday event.",20231020.txt
373,"November 3, 2023",3,11,2023,India,IND,25.86972297,85.04611419,Religious,2,5,150,"A crowd accident occurred during a religious event where over a hundred devotees had assembled for the event. As soon as the gate was opened, the crowd rushed in, leading to the accident. The district administration responded promptly, rescuing the victims and transporting the unconscious women to a hospital.",20231103.txt
374,"November 11, 2023",11,11,2023,India,IND,21.20568476,72.84092215,Transportation,1,3,5000,"An incident occurred in a railway station resulting in the death of at least one person and injuries to several others. The incident took place amid heavy overcrowding as passengers rushed to board a train for a festival. Authorities attributed the accident to an unexpectedly large number of passengers, causing chaos on the platform.",20231111.txt
375,"November 20, 2023",20,11,2023,Republic of the Congo,COG,-4.269063427,15.26549476,Application,37,140,4000,"An accident occured during a military recruitment drive organized in a stadium. The campaign, which aimed to enlist 1,500 young people, attracted a large crowd, leading to chaos as applicants, frustrated by long waits, attempted to force their way into the stadium. The accident occurred late at night, with many individuals being trampled in the rush.",20231120.txt
376,"November 25, 2023",25,11,2023,India,IND,10.04195058,76.32784485,Entertainment,4,64,2500,"An accident occurred in a university musical festival when a sudden downpour prompted a large crowd to rush for cover, leading to the collective escape. The event happened during a concluding festival, with students already waiting outside an auditorium for a concert.",20231125.txt
377,"January 1, 2024",1,1,2024,Zimbabwe,ZWE,-17.83667287,31.20706273,Other/Unknown,2,-1,2000,"Two women lost their lives during New Year's Eve celebrations taking place in a bar and attended by approximately 2,000 people. The suburb area was congested with both the crowd and haphazardly parked vehicles, creating a chaotic environment. Police efforts to control the situation were hampered by poor lighting conditions.",20240101.txt
378,"February 23, 2024",23,2,2024,Nigeria,NGA,6.44260123,3.377235901,Charity,7,-1,-1,"An accident occurred during a rice distribution event. The distribution was initiated the previous day, aiming to alleviate economic hardship by selling bags of rice at a subsidized rate. The event attracted a large crowd, leading to a chaotic situation where seven individuals lost their lives.",20240223.txt
379,"March 22, 2024",22,3,2024,Nigeria,NGA,8.842689036,7.907123609,Charity,3,17,-1,"An accident occurred in a university during the distribution of rice palliatives intended to alleviate hardship. The incident resulted in the deaths of at least three students and injuries to 14 others. Overcrowding and inadequate crowd control during the distribution event led to chaos, precipitating the situation.",20240322.txt
380,"March 24, 2024",24,3,2024,Nigeria,NGA,10.32064507,9.817930513,Charity,7,-1,-1,An incident took place during an almsgiving event organized by a private company and resulting in the deaths of seven individuals. The accident happened around 10:00 am as a large crowd gathered to receive charitable donations.,20240324.txt
381,"July 2, 2024",2,7,2024,India,IND,27.66830076,78.41857427,Religious,121,150,250000,"An accident occurred during a religious event attracting approximately 250,000 attendees, significantly exceeding the permitted capacity of 80,000. The severe overcrowding led to an accident as attendees attempted to exit the venue, resulting in the deaths of many women and children.",20240702.txt
382,"July 27, 2024",27,7,2024,DRC,COD,25.67673234,-100.4014639,Entertainment,9,60,30000,"An accident occurred during a gospel concert in a stadium resulting in the deaths of at least nine people, including two women, and leaving several others injured, some critically. The victims were appearently caught in overcrowding as the crowd surged during the event, although organizers claim attendance was well below the venue's capacity.",20240727.txt
383,"August 12, 2024",12,8,2024,India,IND,25.67673234,-100.4014639,Religious,7,35,-1,"An accident occurred in a temple resulting in the deaths of seven pilgrims and injuries to nine others. The victims included five women and two men. The incident, reportedly triggered by a fight between a flower seller and devotees, escalated when security forces attempted to control the crowd with batons, leading to chaos.",20240812.txt
384,"September 2, 2024",2,9,2024,DRC,COD,-4.362764661,15.28570564,Other/Unknown,200,59,12000,"A jailbreak attempt in overcrowded prison led to at least 129 deaths, mostly caused by a stampede as inmates tried to escape. Gunfire broke out during the chaos, with 24 inmates shot and dozens crushed. The prison, built for 1,500 but holding over 12,000 people, became a scene of chaos and violence.",20240902.txt
385,"December 1, 2024",1,12,2024,Guinea,GIN,7.758057661,-8.817580438,Sport,140,-1,30000,"An accident occurred in a stadium during a football match, triggered by a controversial refereeing decision in the 82nd minute, which led to unrest among supporters, who invaded the pitch and threw stones. In response, security forces used tear gas to disperse the crowd, causing chaos and an crush as spectators tried to escape the stadium.",20241201.txt
386,"December 18, 2024",18,12,2024,Nigeria,NGA,7.419144217,3.933981192,Charity,35,6,5000,"During a Christmas funfair in a school an accident occurred, killing several attendees. The event promised cash gifts, food, and scholarships to children, drawing a crowd of over 5,000 people. As attendees gathered hours before the start time, the overwhelming turnout led to a deadly crush when the organizers arrived to begin the distribution.",20241218.txt
387,"December 21, 2024",21,12,2024,Nigeria,NGA,5.899119075,6.835255161,Charity,3,20,-1,"An accident during a charity event for food aid distribution led to at least three deaths. The crush occurred before the event officially began as a large crowd rushed forward, primarily impacting women and children. The event was canceled, and the church held a marriage ceremony after the crowd was evacuated. ",20241221_1.txt
388,"December 21, 2024",21,12,2024,Nigeria,NGA,9.083383424,7.487089778,Charity,10,8,1000,"Early in the morning at a church, an accident during a Christmas food distribution drive led to ten deaths, including four children, and left eight others injured. Over 1,000 people, many waiting since the previous night, surged forward around 6:30 a.m., causing chaotic scenes as people fell and were trampled.",20241221_2.txt
